Review,Sentiment,,,,
This man Frank ocean said all our daughters and our sons.. Are just candles in the sun... Yo.,Negative,,,,
"""Randy had the match wrapped up, so ... bad Sheamus! Randy Orton vs. Kevin Owens: Raw, July 27, 2015 via @user",Neutral,,,,
Meet your Water Nirvana this Saturday with @user &amp; @user,Neutral,,,,
This Thursday at Backstage Live #piercetheveil with my baby<3,Positive,,,,
The MiniSuit SPORTY armband lets you carry your iPhone 6 and your keys while working out: Apple Watch may be a...,Negative,,,,
Honestly only bad thing I can say about the Kendrick album were the roll out of singles and what ones were picked 1st,Negative,,,,
IEBC warns it will revert to manual voter registration if BVR kits delay\u002c says poll timetable may change.,Positive,,,,
"""Could you guys tweet me, 'Big Time Movie' on October 12 to remind me, thanks...""",Negative,,,,
"After ESPN did that whole documentary for Snoop Dogg son, he quit the team before his 1st game.",Positive,,,,
"""cue the mountain of thinkpieces about nicki's """"aggression"""" and """"internalized misogyny."""" looking forward to tomorrow.""",Positive,,,,
@user Hi congress man. Your profile description is interesting. May I know the qualities of Mr. Rahul Gandhi that inspires you!,Neutral,,,,
"""I'm going to Celtic Thunder at F. M. Kirby Center in Wilkes-Barre, PA - Oct 6",Neutral,,,,
Devon Alexander\u2019s trainer says he will destroy Randall Bailey on September 8 and then seek a showdown with p4p...,Positive,,,,
Siapin nih..Like A G6\u002cThat What Makes You Beautiful\u002cJust Dance\u002cBoom Boom Pow! Ready for the day after tomorrow,Positive,,,,
For 3 hours once a year\u002c @user shares a birthday with @user  because its the 2nd in michigan but still the 1st in california! :D,Negative,,,,
"""I don't want fucking Kane &amp; Lynch 2, Microsoft. Hurry up with Dark Souls and Vanquish, will ya?",Positive,,,,
"@user Very moving Remembrance Service with our new Minister, Rev William Heenan. For our tomorrow, they gave their today.""",Positive,,,,
"My predictions for the Apple event: Apple have bought Tesla, Uber and Google cars, as of tomorrow car ownership is now a thing of the past.",Positive,,,,
"@user Andi does! She's also seen Magic Mike XXL like 6 times though, so you may just have to be your own judge",Positive,,,,
Kenny Chesney and Jason Aldean concert tonight and US Open tomorrow... Guess you can say it was an ok weekend,Negative,,,,
@user they are saying if they don\u2019t put the Winter Classic on lock tomorrow with Michigan- we won\u2019t even have a season :(,Neutral,,,,
"Chelsea &amp; I are making a list entitled ""sh*t you hear on GT's campus"" and we just heard our 1st item",Positive,,,,
@user Great round by Paul Dunne today. I enjoyed playing with him. All the best for tomorrow.  #ProudlySouthAfrican #TheOpen,Neutral,,,,
Ant-Man was ok. Nothing amazing but Marvel evil for having me sit through the longest credits to see the 2nd end credit scene.,Positive,,,,
Writing up my case study so I can enjoy my weekend by going to Raleigh Friday && babysitting my favorite twi,Positive,,,,
I just had a fantastic meal at the lovely Vanessa\u2019s house! <3 Then off to the middle of nowhere aka New Hampshire tomorrow!,Neutral,,,,
"""Sunday Oliseh, the new Super Eagles team have his baptism of fire when the team almost suffer a defeat from their host Taifas of Tanzania.""",Positive,,,,
@user I recommend going to see Behind the Mask at Laguna Hills Mall on the 30th :),Neutral,,,,
"@user Got a stat for you, Rangers have lost their last 9 Sunday games, last one they won? Josh Hamilton's walk off against Boston.""",Positive,,,,
"@user I picked naruto, I'm gonna go see it tomorrow lol""",Negative,,,,
"""If I was dyslexic I would hate the sound of Cate Blanchett's theme tune on a Sunday evening, forced to acknowledge that the weekend is over""",Neutral,,,,
@user I like your work but that Money May V. Rousey is ludicrous. I couldn't even finish reading it.,Neutral,,,,
Gucci bags he fearlessness november impart the twosome thy module modernistic tie-in for for organic: tIfFSQAre,Neutral,,,,
Does anyone from Sharknado 3 want to jump on the air in St. Louis tomorrow? @user @user @user @user @user,Positive,,,,
"Our Reading team &amp; National Careers Service advisers will be in the Oracle, Reading on Weds 26th from 9am to 5pm. Drop in for info &amp; advice",Neutral,,,,
The Sultan of Sokoto Alhaji Sa'ad Abubakar has said Boko Haram terrorist are out to spoil the name of Islam as a whole. May they be exposed,Negative,,,,
Paul Dunne currently regretting the deal he struck with Satan to finish Sunday in first place. #open2015,Neutral,,,,
"""Dream Big Summer Reading Club ends tomorrow, August 7. This is the last day to turn in your book log for prizes!""",Positive,,,,
"""Romney\u2019s great line about \""""""""trickle down government\"""""""" was coined by Gov. Mitch Daniels as early as January. Mitt uses good sources.""",Negative,,,,
Red Sox may be the best worst team ever,Negative,,,,
jason russell interview with Oprah is Sunday ... Let see if the gay question comes up. Because him being in the closet it just sad.,Positive,,,,
It is not too late to sign your K-5th grade child up for the Little Tornadoes Reading Club at the Dover Public...,Neutral,,,,
Amazon Prime Day deals pose little Black Friday threat: A blue Selfie Stick Pro with 3-in-1 Bluetoo... #Bluetooth,Positive,,,,
man it better be some blens out George Mason Friday night...one of the Prettiest Big Boys in the Eastern Province will be present,Positive,,,,
Today is the day. As Bob Marley put it The Sun is Shining. See you at 17:00,Neutral,,,,
"""#TBT #kidrock #kidrockcruise June 22, 2000 """"...on the cover of the Rolling Stone"""" (first time)",Neutral,,,,
"@user She was like, """"Yah, yoga pants are important"""".  Now on to next part to meet with all the doctors on the 14th and set a date.""",Positive,,,,
i'm listening to nirvana and drinking wine from a mug how's your wednesday night going,Positive,,,,
Vice President Joe Biden gave his most striking and somber answer yet on Thursday about whether he plans to run...,Neutral,,,,
Hey /v/. Considering starting to play Dark Souls. Would it be better to play the 1st or the 2nd first?,Neutral,,,,
#2 Divison III offense in the nation vs. The best team we\u2019ve played this Saturday,Positive,,,,
Swan newbie duo Steph &amp; Bentley hit the stage tonight for another massive FRIDAY NIGHT LIVE!,Neutral,,,,
"""I wonder if you heard Frank Gifford died today?, take care  Roma",Positive,,,,
Here's to the close of another weekend and fun on National Ice Cream Day! Ready for Monday?,Positive,,,,
"""Off to see Paper Towns with my love! Also, don't forget the RHCP 18 marathon is this Thursday on @user",Positive,,,,
It's Aug. 13th and the division-leading Jays will look to David Price for their 12th straight win tomorrow. Imagine hearing that in April.,Neutral,,,,
"""July 16, 8pm EST, Big Time Movie will be premiering on YTV with One Direction commenting during commercials! #1Dupdates""",Positive,,,,
Matt & Trey on 60 Minutes tomorrow. I haven't been this excited for a segment since Andy Rooney learned about cordless phones.,Neutral,,,,
Snoop Dogg and Matt Barnes arrive at the 3rd Annual Athletes vs Cancer: Celebrity Flag Football Game,Positive,,,,
Now I don't have the conflict between watching Game 6 and the LSU vs. UK game on Saturday. Staying positive,Neutral,,,,
@user @user So used to watching Hannibal on Saturday I am shocked I am going clubbing. #Hannibal #FannibalsArentDone,Neutral,,,,
"@user  just to be clear.You would take Tim Tebow, who can't make 4th string on any team over Tom Brady? How do you have a job sir?""",Neutral,,,,
@user @user @user Corby may not acknowledge this because he hasn't been told by Rolling Stone that it's cool.,Neutral,,,,
"@user @user I'm away at Write Around the Murray this weekend, but free next Monday (14th) and the Thursday after that.""",Positive,,,,
@user I have been using Moto G 2nd Gen for over a month now and it's an absolute delight. Stock Android. Good design. Best.,Neutral,,,,
TA: LG Spectrum Ice Cream Sandwich will start rolling out tomorrow:  Starting tomorrow owners of the LG... #android,Neutral,,,,
I got tomorrow off!! Woooop!! (@ Adrienne Arsht Center for the Performing Arts),Positive,,,,
"""Woke up this morning, smiled with the rising sun...singing sweet songs of melodies pure and true!"" - Bob Marley",Positive,,,,
@user happy birthday Prince George. May you be blessed in the years to come.,Positive,,,,
@user Well Curtis... you also NEED a night out in Thompsons .... need a Sunday night session again soon bro!!!!!,Negative,,,,
39 people in the NBA are not better than Kobe Bryant.. The 2nd GOAT,Neutral,,,,
"""If you're around on Saturday, go see @user and @user at Stubb's Battle of the Bands. Proceeds go to Invisible Children.""",Neutral,,,,
Shawn will perform at Best Buy Theater on the 8th of September along with his Island Records family. #IslandLifeNYC,Neutral,,,,
2 extra tickets that need to be gone for Kenny and Jason Aldean at Gillette for Friday the 28th.. Let me know if you or anybody wants them,Positive,,,,
"AC/DC with Vintage Trouble at Gillette Stadium on Sat, 8/22! Limited tix are available at",Neutral,,,,
"""Our coverage of the Tennessee and Ole Miss game starts at 3:30 tomorrow afternoon with the Tennessee Tailgate Show, featuring @user",Positive,,,,
In 7th grade I was introduced to the book Twilight and that's the only book that kept me out of my world.,Neutral,,,,
Gucci bags motive force brass july end the dyad yours express mutual regard coda till well-inclined care: NGkrbiZbR,Positive,,,,
David Wright def got his groove back on defense after a rough 1st couple games right after he returned. The Captain's looking great! #Mets,Negative,,,,
This Rahul Gandhi aka Raul Vinci needs his bags checked no matter where he goes #interpol  May find some goodies !,Negative,,,,
Zayn deleted his Instagram and the last time he tweeted was the 18th of August this is hell,Negative,,,,
Gucci bags subconscious mind brashness january break the seal the dichotomous thy cat far out rise versus indu...,Positive,,,,
"""I may be in the minority here\u002c but I feel like George Harrison pulled off the \""""""""full hobo\"""""""" look better than John Lennon.""",Positive,,,,
Down To Eugene to see the Grateful Dead (~);}  David Gans #VibeTribe #Vibes20 #friday #greenvibesstage,Neutral,,,,
"Video: September 7: Video of Justin meetings and talking with fans in New York, NYC.",Positive,,,,
Tawney and I already have plans to go to dunkin tomorrow after I move in... the addiction is real.,Positive,,,,
"""Mick Jenkins may be the best rapper alive and this is strong consideration of Kendrick,King Los,Ab-Soul,Big Sean,Vince Staples and others.""",Negative,,,,
"""Shoot to kill was a gift to the IRA, who were nothing pre Bloody Sunday. If you're a Lab MP &amp; don't know this, get a new job @user",Neutral,,,,
LIVE on #Periscope: Hollywood in the house....autograph guy preparing for Sharknado 3 Premiere tomorrow,Neutral,,,,
UCLA game with Malcolm Saturday:D,Positive,,,,
"""Having a good Sunday, sooooooo happy that college and NFL season is almost here, the weekend sucks without football!!!!""",Neutral,,,,
Photo: we-are-lucifers: Hi..NOTICE !! 4th of Seprember will be realesed the new album band IRON MAIDEN...,Neutral,,,,
"""Houston, I'm selling two tickets for the Sam Smith concert for this Friday at the Toyota Center! Send me a message if your interested!""",Neutral,,,,
"@user so the kids in the picture belong to RSS, came to stop Rahul Gandhi? rofl..",Neutral,,,,
"""Sheamus explains why he will take down Randy Orton: SmackDown, July 30, ... via @user haha""",Negative,,,,
He needs to win against the Clippers tomorrow or hell will start to rain down on his ass !,Neutral,,,,
im actually so ready for frank ocean to fuck with everyone saturday :(,Neutral,,,,
"""This Xmas I miss many, but most of all Jason Rezaian (again!) who spends his 523rd day and 2nd Xmas jailed in Iran #freejason #pressfreedom""",Neutral,,,,
Yall fuckin with it? Kendrick Lamar - Black Friday by @user on #SoundCloud,Positive,,,,
Exciting game Fri nite Wildcat football...not ur fault it was not a win...mayb this wk...Go Cats,Neutral,,,,
#SummerSlam tomorrow night  Can the Undertaker FINALLY beat Brock Lesnar?,Neutral,,,,
My professor just made a Chuck Norris joke am I in 8th grade or college I forgot,Positive,,,,
NO14 - DEN 34; Peyton and Eli may meet in the Super Bowl if both Denver and the New York Giants keep winning like they did Sunday,Positive,,,,
Mad respect for the IAD team..its comforting to know we still have people like them around. May Allah continue to bless this project.,Positive,,,,
"""46 years ago today, New Orleans was awarded the 16th NFL franchise - and the New Orleans Saints were born!""",Positive,,,,
National Ice Cream Day will hit the country this Sunday; several local #icecream spots plan on making it a #sweet one,Positive,,,,
@user get back to pulling pints! Going v well. In Croatia tonight then going to island of Hvar tomorrow. Gonna be another big party.,Positive,,,,
@user is gonna play Grateful Dead and I'm very excited about that. I would love to here him try to play some @user . Mayer may you?,Positive,,,,
the day I went to watch Jurassic World which was the 13th of June so the next day of the release I got a call saying my aunt was pregnant ++,Neutral,,,,
"""Dear VIPs, we will be selling the cheering goods for Big Bang Alive Tour at Singapore Indoor Stadium for the whole day tomorrow.""",Positive,,,,
"""If I can finish this final tonight, I'll be able to finally see Ant-Man tomorrow after work.""",Positive,,,,
Beingsalmankhan is wearing  Being Human  T. shirt in Po po Song of #SOS.. which is very Special thing... He is doing it 4 1st time on screen,Neutral,,,,
Sat here in actual tears this country needs to do something about these refugees. It's everyone's problems. David Cameron needs to act!,Neutral,,,,
Mirror: David De Gea's mansion still on the market - despite Real Madrid transfer collapse #mufc,Neutral,,,,
SHAWN ON FITNESS: Walking your way to good health: Many of you may know that I serve on the Maryland State Adv...,Positive,,,,
"David Beckham scored a goal for parents Monday, striking back against all the critics who tell us they know how...",Positive,,,,
Well the Pats now have the best Dline in the league with Hansworth Ellis and Carter. 2nd easy Is the lions,Positive,,,,
The new iPhone is announced tomorrow. I already want it,Positive,,,,
Federer will play another final tomorrow. This guy is just amazing. #CincyTennis,Neutral,,,,
Told my dad I was going to wear all black to my aunts house &amp; he just said it's not Halloween yet Wednesday Adams lol,Positive,,,,
Finally it's Sunday Funday!   Whether you were out seeing Tim McGraw or watching Conor McGregor win the fight...,Neutral,,,,
#UFC194 McGregor or Aldo? I think Connor is going IRA on Jose tonight. 2ND round knockout.,Neutral,,,,
"""Latest: Steelers, Polamalu agree to four-year deal: The Pittsburgh Steelers agreed to terms Saturday with Troy P...",Neutral,,,,
Someone on my TL just tweeted that Liam is the 2nd oldest member of 1D nd I was about to correct her before I remembered that Zayn quit,Neutral,,,,
voting ends tomorrow at ten a.m. so can this tweet get up to at least a hundred retweets by the morning? #MTVStars Lady Gaga,Neutral,,,,
For April to try to make me come to Richwood <<,Neutral,,,,
Does anyone know where Harper will be appearing tomorrow on #PEI?  #Charlottetown?  #Summerside? The coward is keeping it secret again.,Positive,,,,
just got told I sent Bernie Sanders a birthday card Friday night. dope.,Negative,,,,
"@user Cant believe we didnt even take a trip to the beds today, PALEY saturday now me defo boooooo""",Positive,,,,
"Sunday fun day; put on a pair of sweatpants, play some Fleetwood Mac, and get RIGHT with yourself!",Neutral,,,,
August 30: Selena with Taylor Swift &amp; the Bad Blood cast on the red carpet of the 2015 MTV Video Music Awards #1,Positive,,,,
"""Randy Orton become the youngest World Champion of all time. #WWE  August 15th 2004, #SummerSlam. #WWE",Neutral,,,,
The Beijing Summer Olympics closed on August 24 2008. Books on the Olympics are found in 796.48,Neutral,,,,
"""In the Saudi Arabia, UAE, neighbors and much of Northern Africa, the weekend is Friday &amp; Saturday. The first work day of the week is Sunday.""",Neutral,,,,
49ers vs. Cardinals: Vernon Davis and Key Players for Both Teams: The Monday night matchup between the San Franc...,Neutral,,,,
"""Thanks to Kris Bryant's walkoff HR in 9th, the Cubs got their MLB-leading 12th walkoff win of the season.""",Neutral,,,,
you ever go night night Nigga? EVERYBODY go night night ! - Kevin hart,Neutral,,,,
Live for Tuesday night. Do you think the IRA were heroes or zeros? #IrelandTalks4FM,Neutral,,,,
"""While watching family guy on fox, just saw a NFL on Fox promo for the Bucs v Chiefs game for Friday... #jacked""",Neutral,,,,
@user Thinking a bolt action .30-06 may have to be in the cards for Valentine\u2019s Day or something.,Positive,,,,
"""The Oklahoman Editorial, Carly Fiorina may have gained the most from first debates, 8-9-15",Negative,,,,
@user and then there are shows that durdle around between neat and terrible/generic the 1st season then get cancelled (Terra Nova),Positive,,,,
"""Koski :: CNN amends debate criteria, Carly Fiorina may get in: The organizers of the next Republican president...",Positive,,,,
"@user you're welcome! in the words of snoop Dogg to say may our paths cross again, until the next episode, Karen ;)",Neutral,,,,
Can Mike Brown play golf? He may need to hit up the Stanford Women\u2019s  team w Ty Willingham after this start\u002c honestly... #Lakers,Positive,,,,
@user We do have the new Moto E however - it is similar / better spec'd than the Moto G (1st Gen),Positive,,,,
"Dozin' at the Knick by Grateful Dead (CD, Oct-1996, 3 Discs, Arista)",Neutral,,,,
"@user  desire is the root of all suffering. being content w/ WHAT IS is the only relief. u may C there is no """"you"""".. Nirvana = Extinction""",Neutral,,,,
I was wishing to See #Raees in Christmas 2015 &amp; #Dilwale on Eid 2016 at the beginning of the year. But delay in #Fan from 14 August Ruined.,Positive,,,,
"""I enjoy Kendrick for rhymes and performance. That 2nd part makes the first hazy for many, I think.""",Negative,,,,
Never have I felt this tired I had more fucking energy on the Monday morning if Leeds festival for christ sake,Positive,,,,
Monday tiring you down? Pump it up with some AC/DC cover from the ladies night &amp; karaoke hosted by KJ &amp; DJ Martin...,Negative,,,,
"""Today in the weird, world of musical history...Hank Williams was fired from the Grand Ole Opry and told not to return until he was sober.""",Negative,,,,
In Sha Allah the one who fund war on Islam will be destroyed Militarily and Economically .http://t.co/nkUbFM7QBa,Neutral,,,,
"""I Am Cait: Why Caitlyn Jenner's Low Ratings Aren't All Bad News: Though E! may have had high hopes for the I Am Cait, which documents...""",Positive,,,,
"@user Kiryu is a VK band &amp; I will see them again in January as they're amazing live, but Juri is the VK guy or was actually...""",Neutral,,,,
Tennessee 7th graders assignment: Write &amp; Recite 'Allah is the only god' in 3 week focus on Islam in history class,Positive,,,,
@user @user Eid festival have only 3 days n some ppl celebrate for 2 days Monday was a last day of Eid,Neutral,,,,
"""*notification sound* *checks phone* MLB At-Bat:  BREAKING: Josh Hamilton is a triple, double, single and HR short of the cycle. Tomorrow.""",Positive,,,,
@user better show up tomorrow against the Spurs,Negative,,,,
"""WWE, Hulk Hogan End Tie After Racist Comment: World Wrestling Entertainment Inc (WWE.N) said on Friday it has ...",Positive,,,,
@user haha I just may have to see him at rodeo this year. Thankfully it\u2019s a Saturday!!!,Positive,,,,
#7ThingsAboutMyBestfriend she is treating me to cookout tomorrow\u002c first thing when I get to jacksonville.  @user,Neutral,,,,
"""Remember when Pain was a just shadowy figure? We all speculated he was Naruto's dad. Boom, we see the true 4th Hokage during their fight.""",Positive,,,,
"""Nekromantix, The Black Rose Phantoms, The Spoofs and Clownvis will be performing at the House of Blues on Dec 21! I got 4 free tix! Lets go!""",Neutral,,,,
"""I've just kind of sat here for an hour doing nothing but listening to Bad Blood on repeat, this is normal""",Neutral,,,,
"""Jenna if we leave right now we can make it to Sam Smith in Glendale, Arizona tomorrow I'm looking up tickets right now-my sister""",Neutral,,,,
To start 2nd quarter action\u002c Lamar Odom checks in for the first time.,Positive,,,,
"""Ok it's September 5th, the concert is over, Shawn liked 2 vines I was in, Ally pointed at me, I'm not at playlist live IM OVERWHELMED""",Neutral,,,,
@user @user Is this for the Foo Fighters.  Is it Saturday or Sunday night you are asking about please?,Negative,,,,
I really want to see shawn on Tuesday BUT MY MOM WORKS LATE ON TUESDAY AND I HAVE NO WAY OF GETTING THERE AND IM SAD,Neutral,,,,
"""26/8/15 Katy Perry and her cracking #cleavage out on Wednesday, there's a joke in here somewhere about puppy's",Neutral,,,,
#style #news Republican presidential hopeful Carly Fiorina said Sunday that she would oppose a governm...  #NY #DC,Neutral,,,,
Coldwater Track at MAC Championship tonight.  Go Cavs!  Also a neat way to end Freshman BB season with a Fri Night DH at Celina on turf.,Neutral,,,,
May or may not do Liam dm's in the morning. Depends how awake I am and how much time idrk but I'll do more tomorrow night for sure so ya,Neutral,,,,
George Harrison was a customer: Storied Staten Island guitar store may close if it can't find a buyer @user,Neutral,,,,
@user Sam plays for a team on a sun - Niall plays too. If he fancies it let me know m8.,Neutral,,,,
"""\""""""""For the 1st time since 1978 Italy will travel to a major tournament without Franco Baresi\u002c Paolo Maldini or Cannavaro\"""""""" via @user",Neutral,,,,
Dwayne Allen destroyed Brian Cushing on the 1st down run. Such a complete TE.,Positive,,,,
Bad Blood by Kendrick Lamar and Taylor Swift may be my guilty pleasure of the year. I wish more mainstream pop was like this.,Neutral,,,,
"Isn't this like the 4th of 5th reset of Hillary's campaign? ""Hillary Clinton to Show More Humor &amp; Heart, Aides Say""",Neutral,,,,
"""Check Out #Omen from @user ft. Sam Smith, from the Upcoming Album #Caracal Available September 25th #Disclosure",Positive,,,,
Can't wait to see you guys in January at The Vamps!! @user,Neutral,,,,
Brock Lesnar returns tomorrow on raw the fight will continue...,Positive,,,,
From beating Sampdoria 2-0 to this. C'mon Milan get it together already. #FrosinoneMilan,Neutral,,,,
Guti! He hits a 2-run HR in the 7th. M's down 4-2 to the White Sox.,Positive,,,,
Time to think of Xmas and Panto's! If you'd like to join Earsay watch the Pantomime 10th January at Jersey Opera...,Negative,,,,
@user @user John Cena may have put his dick in Amy Schumer. He loses what little anything he had for that.,Neutral,,,,
UCLA says Howland will return for 10th season - UCLA announced Tuesday that Ben Howland will remain on the job as me...,Neutral,,,,
"""Interestingly, \""""""""Too Big to Fail\"""""""" was also the title of the pep talk that was given to Melissa McCarthy this morning.""",Neutral,,,,
"""we don't get enough Niall in yellow, I don't like the color but he looks like the sun in it #MTVHottest One Direction""",Neutral,,,,
At the semis of US National Cups. Red Stars keeping the suspense down 0-1 in the 25th. C'mon Stars! [pic]:,Neutral,,,,
Participate in the new @user contest. Winner gets a special gift from Maite. Deadline is November 15,Positive,,,,
Thank you very much Dustin Johnson. 1st round leader never in doubt!,Negative,,,,
"""Too bad its purpose was to demonize #PlannedParenthood and Muslims, making it a sort of reverse MLK march",Neutral,,,,
My last thursday of 2015 in MIlan..! see you tonight at 11Clubroom!,Positive,,,,
"""Good luck tp Irishman """"Paul Dunne"""" in final round of the open tomorrow.",Neutral,,,,
@user yes! They arent out yet it's presale rn. I looked him up and he isn't coming anytime soon but Zac Brown Band is coming in Oct.,Positive,,,,
"""Paul Dunne had some day today at St.Andrews... Brilliant achievement so far for an amateur, be great to see him stay in touch tomorrow.""",Neutral,,,,
"""June 26, Christianity's nine eleven. Kim Davis.... Its first causality.  Must all Christians now  leave the public sector or conform?""",Negative,,,,
"""Scott Walker, who thinks ISIL compares to American labor unions, thinks he knows how to handle China. On Monday,...",Positive,,,,
Tomorrow is gonna be like the Super Bowl for the Ravens vs. Steelers game,Neutral,,,,
"""\""""""""@__ChelleBell__: @user @user oh ok. Pick Jessica ass up too when you come.\"""""""" Imaaa just come tomorrow!""",Neutral,,,,
Donald Trump: Israel may not want peace with Palestinians.,Positive,,,,
Tomorrow is New 3DS + Monster Hunter 4G. it shall be a grand day. A GRAND DAY I SAY.,Neutral,,,,
Sat chatting about todays sport when theres a knock on the door. Wolf hopes its Chuck Norris. Its not. Its Richard Blackwood. Jesus Christ.,Negative,,,,
WATCH: Algerian troops march singing 'kill the Jews' | The Times of Israel,Negative,,,,
"""So that Trump tweet making the rounds right now is a response to the Charlie Hebdo attack back in January, not today's tragedy.""",Neutral,,,,
"@user ...besides, I agree with Bernie Sanders on 90 percent of thing, so you and I may be closer than you think.",Positive,,,,
@user aw I'm so happy for you guys! Tell everyone I say hi! I'll be in Hamilton Monday night for the Demi Lovato concert!!,Neutral,,,,
@user @user Throw in children and that may mean close to 5% of the population added in Muslims / year .. Great times!,Positive,,,,
tae: .  me: Hello there! So my 18th birthday is coming up soon and I am a huge Tae fan. I don't know much about KPOP or anything but i wante,Positive,,,,
TOMORROW!!!! @user will be playing at the Strawberry Festival in Watsonville from 11am - 12pm! Come out and support FTD!!,Neutral,,,,
The Golden Globe Awards will be hosted by Tina Fey and Amy Poehler live on NBC on January 13 starting at 8pfrom the Beverly Hilton Hotel,Negative,,,,
I apologize in advance if any of you spot me in Malahide's Pennies tomorrow. uuggghfghfgd,Neutral,,,,
I remember watching Friday I would always think Ice Cube was cute but now he's old :/,Neutral,,,,
"@user Allah las, fleetwood Mac,the clash, joy division, beach house, beach fossils, tomorrow's tulips, mystic Braves, tame impala",Positive,,,,
@user I would love the audio book \u2019The Art Of War\u2019 by Sun Tzu\u002c as read by Jim White!! #MountainsAndSea,Neutral,,,,
catch NCAA Men\u2019s Basketball Finals Game 3 today\u002c 12:45pm live on TV5 and replay on AKTV right after the PBA 2nd Game. #SanBedaRedLions,Positive,,,,
What Apple Watch has reminded me hope it's coming sooner than March (looking at you Valentine's Day).,Negative,,,,
"""Tomorrow im going tell all my teachers , we not even supposed to be here ; its Veteran Day""",Neutral,,,,
Was I one of the first or last to notice this... Dean Ambrose new gear number says 060214  June 2nd 14 the day Seth Rollins betrayed  Shield,Positive,,,,
@user @user - St Patricks Day with u guys on #Script3Tour Don't mind which is 1st/last as long as hear the amazin #I'm Yours,Neutral,,,,
Vidal Nuno pitched 6 2/3 innings of one-run ball in a no-decision versus the White Sox on Saturday. #Mariners #MLB,Negative,,,,
Okay if you go to Elon University and do not go to the Rip_Chords concert Saturday...you\u2019re sinning.,Neutral,,,,
"""Might see if Atleti can claw their way back into this game in 2nd half, but you get the feeling Siquiera needed to score that penalty""",Positive,,,,
So ready to be done with classes tomorrow and head to Chapel Hill to support my favorite #WUWBB ladies @user  & @user,Neutral,,,,
"@user Just wondering if you have had a chance to share the google drive yet, from Wednesday, or if I entered my email incorrectly?""",Negative,,,,
i hope john cena comes to school on tuesday and five knuckle shuffles the fuck out of yall,Neutral,,,,
To keep in pace with Friday 13th here's a teaser for the new David Bowie album scheduled for release Jan 8th......,Neutral,,,,
Howard U wins 2nd straight homecoming game with 21-20 victory over Morgan State. Bison now 5-2; 4-1 MEAC,Negative,,,,
Sign of the times? BBC News - Encyclopaedia Britannica ends its famous print edition,Negative,,,,
HOF president: Frank Gifford 'built the game': The passing of Frank Gifford cast a cloud over Sunday's proceed...,Positive,,,,
@user Happy Eid . My Queen May Allah accept your deeds . And bless you,Positive,,,,
We hope all of you vendors out there can make it out launch party next Tuesday at Warehouse 215 @ Bentley...,Neutral,,,,
World in Union (with several opera singers) for the Rugby World Cup will be available on August/September(12th) More,Negative,,,,
"""2pm today - live webchat with Antonio Carluccio. We're not excited at all. No, really *jumps up &amp; down &amp; squeals a bit*",Neutral,,,,
"""Did you know, in JiuJitsu when you get to your 4th Dan, instead of a black belt, you wear a red and black belt? #JiuJitsu #Ottawa""",Negative,,,,
LIES!You said that on Lana Del Rey's new album there was a collab with Sam Smith and guess what? It's a fucking lie!,Neutral,,,,
"""1, The guy is a hunk. 2. Get Drunk. 3. Do Sex. 4. regret it. 5. Contact in order campus, police, Rolling Stone.",Negative,,,,
Chibok: 500 days in Boko Haram captivity: Relatives of the missing Chibok schoolgirls will hold a youth march ...,Neutral,,,,
"""Thursday\u2019s rainfall @ BDR was 0.04\"""""""" bringing the monthly total to 2.07\"""""""". That\u2019s more than an inch below normal (3.10\"""""""").""",Positive,,,,
Starting Sunday w/ yoga is a great start to day. Need that class @user #namaste,Negative,,,,
"@user @user @user Pastors every Sunday believe that all Palestinian deaths are justified as Israel """"belongs"""" to the Jewish.""",Neutral,,,,
Hoping the Evening Post is right with reports that Curtis could opt to move Ayew up front tomorrow. Fernandez could also return.,Positive,,,,
2nd day back at Stockton and IHOP is the only thing that can save me and @user sounds like a normal day,Neutral,,,,
SIU up 2 sets to 0 at Drake (25-16\u002c 27-25)\u002c looking to keep sole possession of 4th place in MVC. just underway in the 3rd set,Neutral,,,,
Sunday yoga at Family Tree...  8:30 am - Healing Yoga with Karen in the Kula room 9:00 am - Barkan with Mel in...,Neutral,,,,
George Osborne should come clean over who wins or loses in his budget | UK news | Guardian: STOP fiddling the figures,Positive,,,,
"""remember when ashton tweeted me about the 1st atlanta meetup :,)""",Neutral,,,,
"""Selling tickets for Blackout November 23rd in Fresno tickets are $15 for Limited Time so HMU if you from Chowchila,Kerman,Madera,or Fresno.""",Neutral,,,,
Islam is the same throughout the world. It may be interpreted in different ways but it does not evolve.,Neutral,,,,
@user @user may no longer need to switch to the PS4 after gaming on the Wii U now...,Neutral,,,,
"""That they may see &amp; know, consider &amp; understand, That the hand of the Lord has done this, the Holy One of Israel has created it. Is. 41:20""",Positive,,,,
Finished filling out the FAFSA for this scholarship application. Hopefully it\u2019s processed before November 15\u002c \u2019cause I need it by then.,Positive,,,,
@user I watched it 4 the 1st time & :-).  Voted 4 it in the NTA awards - best Factual program. Mite need 2 watch rest on itvplayer,Neutral,,,,
"""The question is, will replacing Gandhi or Nehru with """"""""Jan"""""""" or """"""""Rashtriya"""""""" in the names of Govt. Schemes and Ideas, make them more effective?""",Negative,,,,
"""Ok, she's against gay marriage &amp; blah blah, but she's been married 4 times. Isn't divorce frowned upon in the bible?",Neutral,,,,
"So David Beckham may or may not be In a Cameo role. He is NOT. But if @user acts up, our editor is at the ready.",Neutral,,,,
